gem5 Simulator System.  http://gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 20.0.0.2
gem5 compiled Sep 14 2020 15:06:02
gem5 started Sep 14 2020 15:19:30
gem5 executing on nanocad-server-testbed, pid 5439
command line: x86o --debug-flags=CoherentXBar simple.py

Global frequency set at 1000000000000 ticks per second
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a6f80:a6fbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a6f80:a6fbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a6fc0:a6fff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a6fc0:a6fff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7000:a703f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7000:a703f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7040:a707f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7040:a707f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7080:a70bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7080:a70bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a70c0:a70ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a70c0:a70ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7100:a713f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7100:a713f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7140:a717f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7140:a717f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7180:a71bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7180:a71bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a71c0:a71ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a71c0:a71ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7200:a723f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7200:a723f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7240:a727f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7240:a727f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7280:a72bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7280:a72bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a72c0:a72ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a72c0:a72ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7300:a733f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7300:a733f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7340:a737f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7340:a737f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7380:a73bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7380:a73bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a73c0:a73ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a73c0:a73ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7400:a743f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7400:a743f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7440:a747f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7440:a747f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7480:a74bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7480:a74bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a74c0:a74ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a74c0:a74ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7500:a753f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7500:a753f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7540:a757f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7540:a757f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7580:a75bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7580:a75bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a75c0:a75ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a75c0:a75ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7600:a763f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7600:a763f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7640:a767f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7640:a767f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7680:a76bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7680:a76bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a76c0:a76ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a76c0:a76ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7700:a773f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7700:a773f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7740:a777f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7740:a777f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7780:a77bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7780:a77bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a77c0:a77ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a77c0:a77ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7800:a783f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7800:a783f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7840:a787f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7840:a787f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7880:a78bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7880:a78bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a78c0:a78ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a78c0:a78ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7900:a793f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7900:a793f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7940:a797f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7940:a797f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7980:a79bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7980:a79bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a79c0:a79ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a79c0:a79ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7a00:a7a3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7a00:a7a3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7a40:a7a7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7a40:a7a7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7a80:a7abf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7a80:a7abf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7ac0:a7aff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7ac0:a7aff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7b00:a7b3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7b00:a7b3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7b40:a7b7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7b40:a7b7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7b80:a7bbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7b80:a7bbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7bc0:a7bff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7bc0:a7bff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7c00:a7c3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7c00:a7c3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7c40:a7c7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7c40:a7c7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7c80:a7cbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7c80:a7cbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7cc0:a7cff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7cc0:a7cff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7d00:a7d3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7d00:a7d3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7d40:a7d7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7d40:a7d7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7d80:a7dbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7d80:a7dbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7dc0:a7dff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7dc0:a7dff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7e00:a7e3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7e00:a7e3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7e40:a7e7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7e40:a7e7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7e80:a7ebf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7e80:a7ebf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7ec0:a7eff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7ec0:a7eff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7f00:a7f3f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7f00:a7f3f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7f40:a7f7f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7f40:a7f7f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7f80:a7fbf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7f80:a7fbf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a7fc0:a7fff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a7fc0:a7fff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8000:a803f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8000:a803f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8040:a807f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8040:a807f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8080:a80bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8080:a80bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a80c0:a80ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a80c0:a80ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8100:a813f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8100:a813f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8140:a817f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8140:a817f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8180:a81bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8180:a81bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a81c0:a81ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a81c0:a81ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8200:a823f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8200:a823f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8240:a827f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8240:a827f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8280:a82bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8280:a82bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a82c0:a82ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a82c0:a82ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8300:a833f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8300:a833f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8340:a837f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8340:a837f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8380:a83bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8380:a83bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a83c0:a83ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a83c0:a83ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8400:a843f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8400:a843f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8440:a847f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8440:a847f]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8480:a84bf]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8480:a84bf]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a84c0:a84ff]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a84c0:a84ff]
      0: system.l2bus: recvFunctional: src system.l2bus.slave[1] packet WriteReq [a8500:a853f]
      0: system.membus: recvFunctional: src system.membus.slave[0] packet WriteReq [a8500:a853f]
